Date,Strategy_Returns,SPY_Returns
2000-01-31,-0.049492351710796356,-0.04978723404255314
2000-02-29,-0.04977023974061012,-0.015226153157187672
2000-03-31,0.09392571449279785,0.09413369713506148
2000-04-28,-0.008071614429354668,-0.03512053200332499
2000-05-31,-0.002411280758678913,-0.015722593150980013
2000-06-30,0.009184150025248528,0.017286652078774667
2000-07-31,-0.010035471059381962,-0.015702301570230115
2000-08-31,0.05696127563714981,0.06534090909090917
2000-09-29,-0.03458229824900627,-0.057230769230769196
2000-10-31,-0.007313312031328678,-0.0046779808529155975
2000-11-30,-0.0635724663734436,-0.07465296753743578
2000-12-29,0.04052030295133591,-0.008268367587999093
2001-01-31,-0.006207827478647232,0.044459298884885756
2001-02-28,0.006281051319092512,-0.09538758514581092
2001-03-30,-0.08237729221582413,-0.05857196196517456
2001-04-30,0.05705805495381355,0.08544006351966082
2001-05-31,0.03841151297092438,-0.005605611032202917
2001-06-29,0.036113787442445755,-0.026597844821685368
2001-07-31,-0.017229292541742325,-0.0101957586913336
2001-08-31,-0.037095729261636734,-0.059332484868367286
2001-09-28,-0.15007664263248444,-0.0850635037641353
2001-10-31,-0.016900107264518738,0.013021836255840302
2001-11-30,0.08008160442113876,0.07797731344075731
2001-12-31,0.06163851171731949,0.002192020984747689
2002-01-31,0.004578184336423874,-0.009798798921071494
2002-02-28,0.04526238515973091,-0.01793602026703689
2002-03-28,0.023862283676862717,0.03031934386796098
2002-04-30,0.00950399599969387,-0.05815574771166454
2002-05-31,0.048678454011678696,-0.005933611960197038
2002-06-28,-0.07703785598278046,-0.07703788511649023
2002-07-31,-0.03352046385407448,-0.07881967961322611
2002-08-30,0.01945369504392147,0.0068011747727168
2002-09-30,-0.04390876740217209,-0.10884722158029714
2002-10-31,0.021383415907621384,0.08228384462900062
2002-11-29,0.016733316704630852,0.0616810542354993
2002-12-31,-0.05818398669362068,-0.061183228289124925
2003-01-31,0.0476994626224041,-0.024594873804561823
2003-02-28,-0.045645490288734436,-0.013478922445065877
2003-03-31,-0.03449736908078194,-0.0018846131829645119
2003-04-30,0.030229322612285614,0.08461182415730706
2003-05-30,0.07360012829303741,0.05483617762285631
2003-06-30,-0.044282302260398865,0.007013928072002074
2003-07-31,0.02562679909169674,0.018027268111685313
2003-08-29,0.053372785449028015,0.02062584831820935
2003-09-30,0.017277967184782028,-0.01468853960275407
2003-10-31,0.015413346700370312,0.053526826081706114
2003-11-28,0.03248146176338196,0.010921119308221927
2003-12-31,0.045467618852853775,0.04537343325057219
2004-01-30,0.029200535267591476,0.019769991029565226
2004-02-27,0.020408155396580696,0.013570613681504806
2004-03-31,0.007999745197594166,-0.01669273365485746
2004-04-30,-0.04702381044626236,-0.018921303435190606
2004-05-28,0.018755964934825897,0.017123301564129
2004-06-30,0.019029289484024048,0.014797077440314554
2004-07-30,-0.035156771540641785,-0.03221865433280069
2004-08-31,-0.008999527432024479,0.0024359823293194083
2004-09-30,0.035958483815193176,0.005850072201496692
2004-10-29,0.056716419756412506,0.012884706375152266
2004-11-30,0.046229954808950424,0.04143111809049449
2004-12-31,0.011727506294846535,0.02527782994623773
2005-01-31,-0.029737090691924095,-0.0224207745750985
2005-02-28,0.02854008972644806,0.020903804288731953
2005-03-31,-0.01673206500709057,-0.022133782887652886
2005-04-29,-0.0011813323944807053,-0.01873515684660232
2005-05-31,-0.020279856398701668,0.032224651031823814
2005-06-30,0.03296167403459549,-0.0025109059535391998
2005-07-29,0.0076578399166464806,0.03826143268096405
2005-08-31,0.0005987393669784069,-0.009374463009058198
2005-09-30,0.0523080974817276,0.003752643804873168
2005-10-31,-0.016596036031842232,-0.02365087484116024
2005-11-30,0.060949645936489105,0.04395243926921166
2005-12-30,0.01999833434820175,-0.0071764731648024105
2006-01-31,0.10907628387212753,0.024014117841698157
2006-02-28,-0.020156342536211014,0.005725456686580976
2006-03-31,0.04043269902467728,0.01247762736353275
2006-04-28,0.1155615746974945,0.012631898378793416
2006-05-31,-0.008403515443205833,-0.030120932894986963
2006-06-30,-0.05084669589996338,-0.0018038063922849457
2006-07-31,0.004872539546340704,0.004478313170104498
2006-08-31,-0.019480381160974503,0.021822455602861
2006-09-29,-0.04729902371764183,0.02250461156722272
2006-10-31,0.0043047950603067875,0.03151662971529756
2006-11-30,0.07596535235643387,0.019885373587864352
2006-12-29,-0.004536931868642569,0.0077563249651946276
2007-01-31,0.029387645423412323,0.015040283549296651
2007-02-28,0.020487628877162933,-0.019617442255434825
2007-03-30,-0.0008364412933588028,0.007592474134873184
2007-04-30,0.0234953872859478,0.0442957273671325
2007-05-31,-0.008526773191988468,0.03392011778151671
2007-06-29,-0.02271592989563942,-0.018849559812021965
2007-07-31,0.03121645748615265,-0.03131018868843183
2007-08-31,0.009545115754008293,0.012832796469410379
2007-09-28,0.0878857895731926,0.033809916776066595
2007-10-31,0.045131295919418335,0.013566601393292022
2007-11-30,-0.02342710644006729,-0.03873256043181239
2007-12-31,0.04239797592163086,-0.01648053873192956
2008-01-31,0.10432349890470505,-0.06046105731996565
2008-02-29,0.04935695603489876,-0.02584252689199218
2008-03-31,-0.05473072826862335,-0.01382458528068553
2008-04-30,0.07968369871377945,0.04766229618815876
2008-05-30,0.030286578461527824,0.015116531749727047
2008-06-30,0.04014091193675995,-0.08813681659164652
2008-07-31,-0.006525148171931505,-0.008985790715066444
2008-08-29,-0.09312254190444946,0.015453689401415893
2008-09-30,0.04866170138120651,-0.09938656797601908
2008-10-31,-0.183042511343956,-0.16518662286051855
2008-11-28,0.13399946689605713,-0.06960658231654038
